word	lemma	pos	wordfreq	lemfreq
definitely	definitely	r	70982	70982
like	like	j	70955	70955
lake	lake	n	58631	70940
lakes	lake	n	12309	70940
turn	turn	n	62956	70831
turns	turn	n	7875	70831
sure	sure	r	70758	70758
earned	earn	v	30093	70697
earn	earn	v	25513	70697
earning	earn	v	11527	70697
earns	earn	v	3564	70697
plane	plane	n	53988	70679
planes	plane	n	16691	70679
vehicle	vehicle	n	42308	70662
vehicles	vehicle	n	28354	70662
examine	examine	v	26447	70501
examined	examine	v	24163	70501
examining	examine	v	13429	70501
examines	examine	v	6462	70501
application	application	n	41425	70441
applications	application	n	29016	70441
thousands	thousand	n	42395	70404
thousand	thousand	n	28009	70404
coffee	coffee	n	69518	70366
coffees	coffee	n	848	70366
gain	gain	v	32209	70275
gained	gain	v	24098	70275
gaining	gain	v	11417	70275
gains	gain	v	2551	70275
result	result	v	26726	70269
resulted	result	v	21990	70269
resulting	result	v	14634	70269
results	result	v	6919	70269
file	file	n	40881	70059
files	file	n	29178	70059
billion	billion	m	62751	70048
billions	billion	m	7297	70048
reform	reform	n	53946	70010
reforms	reform	n	16064	70010
ignore	ignore	v	28410	70007
ignored	ignore	v	23458	70007
ignoring	ignore	v	12941	70007
ignores	ignore	v	5198	70007
welcome	welcome	v	56483	69914
welcomed	welcome	v	8408	69914
welcomes	welcome	v	2587	69914
welcoming	welcome	v	2436	69914
gold	gold	n	69263	69903
golds	gold	n	640	69903
jump	jump	v	28776	69861
jumped	jump	v	24222	69861
jumping	jump	v	10382	69861
jumps	jump	v	6481	69861
planet	planet	n	56575	69822
planets	planet	n	13247	69822
location	location	n	48136	69669
locations	location	n	21533	69669
birds	bird	n	35899	69662
bird	bird	n	33763	69662
amazing	amazing	j	69525	69525
principles	principle	n	36676	69403
principle	principle	n	32226	69403
principled	principle	n	501	69403
promote	promote	v	32574	69398
promoting	promote	v	17843	69398
promoted	promote	v	12461	69398
promotes	promote	v	6520	69398
search	search	n	62297	69392
searches	search	n	7095	69392
nine	nine	m	68968	69389
nines	nine	m	421	69389
alive	alive	j	69360	69360
possibility	possibility	n	50813	69316
possibilities	possibility	n	18503	69316
sky	sky	n	61410	69285
skies	sky	n	7875	69285
otherwise	otherwise	r	69217	69243
other-wise	otherwise	r	26	69243
remind	remind	v	24134	69182
reminded	remind	v	22707	69182
reminds	remind	v	16174	69182
reminding	remind	v	6167	69182
healthy	healthy	j	60736	69023
healthier	healthy	j	7212	69023
healthiest	healthy	j	1075	69023
fit	fit	v	47048	68996
fits	fit	v	12434	68996
fitted	fit	v	5008	68996
fitting	fit	v	4506	68996
horse	horse	n	44382	68883
horses	horse	n	24475	68883
h-o-r-s-e	horse	n	26	68883
advantage	advantage	n	55612	68866
advantages	advantage	n	13254	68866
commercial	commercial	j	68821	68821
steal	steal	v	20122	68807
stole	steal	v	17006	68807
stolen	steal	v	15012	68807
stealing	steal	v	12657	68807
steals	steal	v	4005	68807
stealed	steal	v	5	68807
basis	basis	n	68758	68758
context	context	n	59859	68668
contexts	context	n	8809	68668
highly	highly	r	68586	68586
christmas	Christmas	n	68542	68542
strength	strength	n	58318	68537
strengths	strength	n	10219	68537
move	move	n	53920	68522
moves	move	n	14595	68522
move-on	move	n	7	68522
monday	monday	n	68488	68488
means	mean	n	64030	68411
mean	mean	n	4381	68411
alone	alone	j	68401	68401
beach	beach	n	61285	68303
beaches	beach	n	7018	68303
survey	survey	n	54960	68301
surveys	survey	n	13341	68301
writing	writing	n	58102	68200
writings	writing	n	10098	68200
master	master	n	52900	68182
masters	master	n	15282	68182
cry	cry	v	23822	68161
crying	cry	v	20714	68161
cried	cry	v	19942	68161
cries	cry	v	3683	68161
scale	scale	n	54965	68139
scales	scale	n	13174	68139
residents	resident	n	53724	68096
resident	resident	n	14372	68096
football	football	n	67559	68073
footballs	football	n	514	68073
sweet	sweet	j	63728	67903
sweetest	sweet	j	2229	67903
sweeter	sweet	j	1946	67903
failure	failure	n	56280	67885
failures	failure	n	11605	67885
reporter	reporter	n	38381	67831
reporters	reporter	n	29450	67831
committed	commit	v	38100	67792
commit	commit	v	19832	67792
committing	commit	v	7320	67792
commits	commit	v	2193	67792
commited	commit	v	225	67792
commiting	commit	v	122	67792
fight	fight	n	58804	67767
fights	fight	n	8963	67767
ones	one	n	67599	67755
one	one	n	156	67755
associated	associate	v	59098	67750
associate	associate	v	6100	67750
associates	associate	v	1325	67750
associating	associate	v	1227	67750
vision	vision	n	59774	67714
visions	vision	n	7940	67714
function	function	n	44391	67710
functions	function	n	23319	67710
truly	truly	r	67680	67680
sick	sick	j	66290	67645
sicker	sick	j	941	67645
sickest	sick	j	414	67645
average	average	j	67618	67618
humans	human	n	46184	67605
human	human	n	21420	67605
stupid	stupid	j	66660	67597
stupidest	stupid	j	937	67597
will	will	n	65771	67581
wills	will	n	1810	67581
chinese	Chinese	j	67573	67573
connection	connection	n	44520	67550
connections	connection	n	23030	67550
camp	camp	n	51923	67510
camps	camp	n	15587	67510
stone	stone	n	50653	67456
stones	stone	n	16800	67456
hundred	hundred	n	36659	67455
hundreds	hundred	n	30796	67455
key	key	n	43912	67404
keys	key	n	23492	67404
truck	truck	n	50566	67403
trucks	truck	n	16837	67403
afternoon	afternoon	n	63975	67378
afternoons	afternoon	n	3374	67378
after-noon	afternoon	n	29	67378
responsible	responsible	j	67329	67329
secretary	secretary	n	64446	67325
secretaries	secretary	n	2879	67325
apparently	apparently	r	67248	67248
smart	smart	j	54984	67232
smarter	smart	j	8874	67232
smartest	smart	j	3372	67232
southern	southern	j	67179	67179
totally	totally	r	67117	67117
western	western	j	67085	67085
collected	collect	v	27541	67062
collect	collect	v	22105	67062
collecting	collect	v	13743	67062
collects	collect	v	3673	67062
conflict	conflict	n	50691	67061
conflicts	conflict	n	16370	67061
burned	burn	v	23084	66886
burn	burn	v	21775	66886
burning	burn	v	14308	66886
burns	burn	v	4655	66886
burnt	burn	v	3064	66886
learning	learning	n	66635	66879
learnings	learning	n	244	66879
wake	wake	v	34923	66773
woke	wake	v	18013	66773
waking	wake	v	7161	66773
wakes	wake	v	4697	66773
woken	wake	v	1788	66773
waked	wake	v	191	66773
contribute	contribute	v	26618	66772
contributed	contribute	v	22079	66772
contributing	contribute	v	11562	66772
contributes	contribute	v	6513	66772
ride	ride	v	25742	66723
riding	ride	v	22895	66723
rode	ride	v	11001	66723
rides	ride	v	4536	66723
ridden	ride	v	2549	66723
british	British	j	66700	66700
following	following	j	66684	66684
ordered	order	v	36023	66657
order	order	v	21761	66657
ordering	order	v	6091	66657
orders	order	v	2782	66657
share	share	n	46132	66642
shares	share	n	20510	66642
newspaper	newspaper	n	43613	66598
newspapers	newspaper	n	22974	66598
news-paper	newspaper	n	11	66598
foundation	foundation	n	57708	66578
foundations	foundation	n	8870	66578
variety	variety	n	57486	66555
varieties	variety	n	9069	66555
perspective	perspective	n	53599	66540
perspectives	perspective	n	12941	66540
documents	document	n	38260	66467
document	document	n	28207	66467
presence	presence	n	65988	66412
presences	presence	n	424	66412
staring	stare	v	25239	66392
stared	stare	v	23975	66392
stare	stare	v	9925	66392
stares	stare	v	7253	66392
lesson	lesson	n	35023	66252
lessons	lesson	n	31229	66252
limited	limit	v	34900	66220
limit	limit	v	18293	66220
limits	limit	v	7542	66220
limiting	limit	v	5485	66220
appreciate	appreciate	v	51385	66216
appreciated	appreciate	v	11008	66216
appreciates	appreciate	v	2239	66216
appreciating	appreciate	v	1584	66216
complete	complete	j	66170	66198
completest	complete	j	18	66198
completer	complete	j	10	66198
observed	observe	v	35151	66197
observe	observe	v	15821	66197
observing	observe	v	9635	66197
observes	observe	v	5590	66197
currently	currently	r	66051	66051
hundred	hundred	m	36163	66002
hundreds	hundred	m	29839	66002
fun	fun	j	65823	65982
funnest	fun	j	114	65982
funner	fun	j	45	65982
crowd	crowd	n	54862	65965
crowds	crowd	n	11103	65965
attack	attack	v	24940	65959
attacked	attack	v	24535	65959
attacking	attack	v	13175	65959
attacks	attack	v	3309	65959
apartment	apartment	n	57651	65884
apartments	apartment	n	8223	65884
apart-ment	apartment	n	10	65884
survive	survive	v	38264	65838
survived	survive	v	20652	65838
surviving	survive	v	3805	65838
survives	survive	v	3117	65838
guest	guest	n	35934	65818
guests	guest	n	29884	65818
soul	soul	n	52081	65749
souls	soul	n	13668	65749
protection	protection	n	59361	65690
protections	protection	n	6329	65690
intelligence	intelligence	n	64880	65687
intelligences	intelligence	n	807	65687
yesterday	yesterday	r	65619	65635
yester-day	yesterday	r	16	65635
somewhere	somewhere	r	65589	65620
some-where	somewhere	r	31	65620
border	border	n	49763	65422
borders	border	n	15659	65422
reading	reading	n	56976	65417
readings	reading	n	8441	65417
terms	terms	i	65413	65413
leadership	leadership	n	65252	65396
leaderships	leadership	n	144	65396
present	present	j	65336	65336
chief	chief	n	54681	65311
chiefs	chief	n	10630	65311
attitude	attitude	n	39052	65288
attitudes	attitude	n	26236	65288
start	start	n	63739	65218
starts	start	n	1479	65218
um	um	u	65033	65033
denied	deny	v	26578	64887
deny	deny	v	22408	64887
denying	deny	v	9251	64887
denies	deny	v	6569	64887
denys	deny	v	81	64887
website	website	n	52319	64875
websites	website	n	12299	64875
web-site	website	n	257	64875
seriously	seriously	r	64827	64827
actual	actual	j	64818	64818
recall	recall	v	26748	64789
recalls	recall	v	17749	64789
recalled	recall	v	16329	64789
recalling	recall	v	3963	64789
fix	fix	v	38015	64728
fixed	fix	v	17805	64728
fixing	fix	v	7376	64728
fixes	fix	v	1532	64728
negative	negative	j	64601	64601
connected	connect	v	28413	64462
connect	connect	v	23377	64462
connecting	connect	v	7406	64462
connects	connect	v	5266	64462
distance	distance	n	57649	64404
distances	distance	n	6755	64404
regular	regular	j	64293	64293
climate	climate	n	61885	64223
climates	climate	n	2338	64223
relations	relation	n	52337	64199
relation	relation	n	11862	64199
flight	flight	n	51855	64148
flights	flight	n	12293	64148
dangerous	dangerous	j	64067	64067
boat	boat	n	49343	64026
boats	boat	n	14683	64026
aspects	aspect	n	35760	63967
aspect	aspect	n	28207	63967
grab	grab	v	27117	63946
grabbed	grab	v	22030	63946
grabs	grab	v	8455	63946
grabbing	grab	v	6343	63946
until	until	i	63882	63882
favorite	favorite	j	63804	63804
like	like	r	63748	63748
january	january	n	63714	63714
independent	independent	j	63631	63631
volume	volume	n	31627	63626
vol	volume	n	22288	63626
volumes	volume	n	8442	63626
vols	volume	n	1269	63626
am	am	r	63615	63615
a.m.	am	r	56128	63615
lots	lots	p	63604	63604
front	front	j	63591	63594
online	online	j	58873	63564
on-line	online	j	4691	63564
theater	theater	n	37529	63549
theatre	theater	n	16085	63549
theaters	theater	n	9139	63549
theatres	theater	n	796	63549
speed	speed	n	56887	63502
speeds	speed	n	6613	63502
aware	aware	j	63488	63488
identity	identity	n	54479	63440
identities	identity	n	8961	63440
demand	demand	n	38707	63402
demands	demand	n	24695	63402
extra	extra	j	63392	63392
charged	charge	v	40170	63379
charge	charge	v	16390	63379
charging	charge	v	6795	63379
charges	charge	v	24	63379
guard	guard	n	44920	63290
guards	guard	n	18370	63290
demonstrated	demonstrate	v	23744	63269
demonstrate	demonstrate	v	22458	63269
demonstrates	demonstrate	v	9999	63269
demonstrating	demonstrate	v	7068	63269
fully	fully	r	63238	63238
tuesday	tuesday	n	63179	63179
facility	facility	n	32016	63117
facilities	facility	n	31101	63117
farm	farm	n	47767	62942
farms	farm	n	15175	62942
mind	mind	v	58580	62869
minded	mind	v	2697	62869
minding	mind	v	1196	62869
minds	mind	v	396	62869
fun	fun	n	62839	62839
thousands	thousand	m	38747	62833
thousand	thousand	m	24086	62833
august	NULL	n	62821	62821
hired	hire	v	28478	62794
hire	hire	v	21988	62794
hiring	hire	v	10765	62794
hires	hire	v	1563	62794
light	light	j	53929	62687
lighter	light	j	7568	62687
lightest	light	j	1190	62687
link	link	n	38899	62629
links	link	n	23730	62629
shoes	shoe	n	47633	62523
shoe	shoe	n	14889	62523
institute	Institute	n	57818	62451
institutes	Institute	n	4631	62451
below	below	r	62313	62313
living	living	n	62124	62299
livings	living	n	175	62299
european	European	j	62156	62156
quarter	quarter	n	47408	62138
quarters	quarter	n	14730	62138
basically	basically	r	62046	62046
forest	forest	n	48092	61942
forests	forest	n	13850	61942
multiple	multiple	j	61694	61694
poll	poll	n	30888	61677
polls	poll	n	30789	61677
wild	wild	j	55971	61605
wilder	wild	j	3675	61605
wildest	wild	j	1959	61605
measured	measure	v	24734	61601
measure	measure	v	21085	61601
measuring	measure	v	10857	61601
measures	measure	v	4925	61601
twice	twice	r	61563	61563
crossed	cross	v	22892	61522
cross	cross	v	22172	61522
crossing	cross	v	11136	61522
crosses	cross	v	5322	61522
background	background	n	53162	61431
backgrounds	background	n	8226	61431
back-ground	background	n	30	61431
back-grounds	background	n	13	61431
settled	settle	v	28070	61424
settle	settle	v	23011	61424
settling	settle	v	7058	61424
settles	settle	v	3285	61424
winter	winter	n	58428	61394
winters	winter	n	2966	61394
focus	focus	n	60825	61392
foci	focus	n	567	61392
presidential	presidential	j	61351	61351
operate	operate	v	23381	61296
operating	operate	v	17124	61296
operated	operate	v	10979	61296
operates	operate	v	9812	61296
fuck	fuck	v	49760	61292
fucked	fuck	v	9525	61292
fucking	fuck	v	1349	61292
fucks	fuck	v	658	61292
view	view	v	25761	61111
viewed	view	v	24570	61111
viewing	view	v	7124	61111
views	view	v	3656	61111
daily	daily	j	61083	61083
shop	shop	n	45380	61038
shops	shop	n	15658	61038
above	above	r	61018	61018
division	division	n	50991	60892
divisions	division	n	9901	60892
slowly	slowly	r	60873	60889
s-l-o-w-l-y	slowly	r	16	60889
advice	advice	n	60728	60861
advices	advice	n	133	60861
reaction	reaction	n	45503	60811
reactions	reaction	n	15308	60811
injury	injury	n	35558	60769
injuries	injury	n	25211	60769
it	It	n	60763	60763
ticket	ticket	n	31204	60721
tickets	ticket	n	29517	60721
grade	grade	n	42036	60710
grades	grade	n	18674	60710
wow	wow	u	60702	60702
birth	birth	n	56911	60673
births	birth	n	3762	60673
painting	painting	n	38040	60548
paintings	painting	n	22508	60548
outcome	outcome	n	32423	60498
outcomes	outcome	n	28048	60498
out-comes	outcome	n	17	60498
out-come	outcome	n	10	60498
enemy	enemy	n	38247	60473
enemies	enemy	n	22226	60473
damage	damage	n	51252	60384
damages	damage	n	9132	60384
being	being	n	36359	60354
beings	being	n	23995	60354
storm	storm	n	49923	60280
storms	storm	n	10347	60280
storming	storm	n	10	60280
shape	shape	n	47375	60252
shapes	shape	n	12877	60252
bowl	bowl	n	53439	60234
bowls	bowl	n	6795	60234
commission	commission	n	54906	60218
commissions	commission	n	5312	60218
captain	captain	n	54541	60187
capt	captain	n	3118	60187
captains	captain	n	2514	60187
cap-tain	captain	n	14	60187
ear	ear	n	30688	60160
ears	ear	n	29472	60160
troops	troop	n	54175	60133
troop	troop	n	5958	60133
female	female	j	60116	60116
wood	wood	n	35271	60115
woods	wood	n	24844	60115
warm	warm	j	51587	60062
warmer	warm	j	7218	60062
warmest	warm	j	1257	60062
clean	clean	j	56191	60059
cleaner	clean	j	3189	60059
cleanest	clean	j	679	60059
lead	lead	n	54722	59773
leads	lead	n	5051	59773
minister	minister	n	51380	59752
ministers	minister	n	8372	59752
neighbors	neighbor	n	33607	59746
neighbor	neighbor	n	23007	59746
neighbours	neighbor	n	1717	59746
neighbour	neighbor	n	1415	59746
tiny	tiny	j	58049	59714
tiniest	tiny	j	1459	59714
tinier	tiny	j	206	59714
mental	mental	j	59701	59701
