word	word_ar	lemma	lemma_ar	pos	stem	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root	freq_ptrn
>aqar~ahA	أَقَرَّها	>aqar~_1	أَقَرّـ1	verb	>aqar~	ratify;accept	q.r.r	ق.ر.ر	>afaE~	أَفَعّ	2227	89570	1744500	336038
sibAqu	سِباقُ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	1872	87358	899892	4333985
$ak~aluwA	شَكَّلُوا	$ak~al_1	شَكَّلـ1	verb	$ak~al	constitute;form;compose	$.k.l	ش.ك.ل	faE~al	فَعَّل	1665	285486	1012074	4031261
jamoEiy~apu	جَمْعِيَّةُ	jamoEiy~ap_1	جَمْعِيَّةـ1	noun	jamoEiy~	association;society	j.m.E	ج.م.ع	faEoliy~ap	فَعْلِيَّة	24607	205250	2198458	369752
munaZ~imuw	مُنَظِّمُو	munaZ~im_1	مُنَظِّمـ1	noun	munaZ~im	organizer;sponsor	n.Z.m	ن.ظ.م	mufaE~il	مُفَعِّل	3605	26740	1190127	847858
AlmaroHalapi	المَرْحَلَةِ	maroHalap_1	مَرْحَلَةـ1	noun	maroHal	phase;stage;round	r.H.l	ر.ح.ل	mafoEalap	مَفْعَلَة	183191	360830	415467	938202
Als~ab~Aqa	السَّبّاقَ	sab~Aq_1	سَبّاقـ1	noun	sab~Aq	anticipatory;express	s.b.q	س.ب.ق	faE~Al	فَعّال	1823	16820	899892	1085004
biragomi	بِرَغْمِ	ragom_1	رَغْمـ1	noun	ragom	in_spite_of;despite	r.g.m	ر.غ.م	faEol	فَعْل	7512	343333	362012	14268861
AlHAdivi	الحادِثِ	HAdiv_1	حادِثـ1	noun	HAdiv	incident;event	H.d.v	ح.د.ث	fAEil	فاعِل	49287	151242	985726	6244614
AlxaTiyri	الخَطِيرِ	xaTiyr_1	خَطِيرـ1	adj	xaTiyr	serious;grave;dangerous;significant	x.T.r	خ.ط.ر	faEiyl	فَعِيل	8773	83527	206524	6533870
taEar~aDa	تَعَرَّضَ	taEar~aD_1	تَعَرَّضـ1	verb	taEar~aD	be_exposed_to;encounter	E.r.D	ع.ر.ض	tafaE~al	تَفَعَّل	61456	185900	910117	1974161
AlHur~api	الحُرَّةِ	Hur~_1	حُرّـ1	adj	Hur~	free;independent	H.r.r	ح.ر.ر	fuE~	فُعّ	33922	137555	882125	420218
lils~ibAqi	لِلسِّباقِ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	1179	87358	899892	4333985
madiynapi	مَدِينَةِ	madiynap_1	مَدِينَةـ1	noun	madiyn	city	m.d.n	م.د.ن	faEiylap	فَعِيلَة	239428	525831	683384	2557723
EamiyqapK	عَمِيقَةٍ	Eamiyq_1	عَمِيقـ1	adj	Eamiyq	deep;profound	E.m.q	ع.م.ق	faEiyl	فَعِيل	7925	49738	118242	6533870
Tib~iy~K	طِبِّيٍّ	Tib~iy~_1	طِبِّيّـ1	adj	Tib~iy~	medical	T.b.b	ط.ب.ب	fiE~iy~	فِعِّيّ	3896	91820	169594	324769
SAdirK	صادِرٍ	SAdir_1	صادِرـ1	adj	SAdir	issued;published	S.d.r	ص.د.ر	fAEil	فاعِل	9705	118168	928417	6244614
qar~ara	قَرَّرَ	qar~ar_1	قَرَّرـ1	verb	qar~ar	decide;resolve	q.r.r	ق.ر.ر	faE~al	فَعَّل	52358	193273	1744500	4031261
<i$orAki	إِشْراكِ	<i$orAk_1	إِشْراكـ1	noun	<i$orAk	participation;implication	$.r.k	ش.ر.ك	<ifoEAl	إِفْعال	3992	13528	1084812	2938055
Als~ibAqi	السِّباقِ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	17977	87358	899892	4333985
Eaq~ada	عَقَّدَ	Eaq~ad_1	عَقَّدـ1	verb	Eaq~ad	complicate	E.q.d	ع.ق.د	faE~al	فَعَّل	222	1201	702208	4031261
waqar~aruwA	وَقَرَّرُوا	qar~ar_1	قَرَّرـ1	verb	qar~ar	decide;resolve	q.r.r	ق.ر.ر	faE~al	فَعَّل	1616	193273	1744500	4031261
ta$okiyli	تَشْكِيلِ	ta$okiyl_1	تَشْكِيلـ1	noun	ta$okiyl	formation;composition;constitution	$.k.l	ش.ك.ل	tafoEiyl	تَفْعِيل	53612	136265	1012074	6264512
jamoEiy~api	جَمْعِيَّةِ	jamoEiy~ap_1	جَمْعِيَّةـ1	noun	jamoEiy~	association;society	j.m.E	ج.م.ع	faEoliy~ap	فَعْلِيَّة	41036	205250	2198458	369752
dirAsapa	دِراسَةَ	dirAsap_1	دِراسَةـ1	noun	dirAs	study	d.r.s	د.ر.س	fiEAlap	فِعالَة	2387	132989	309837	1420370
Als~alAmapi	السَّلامَةِ	salAmap_1	سَلامَةـ1	noun	salAm	security;safety;integrity	s.l.m	س.ل.م	faEAlap	فَعالَة	7532	52100	2085587	1521812
sibAqAti	سِباقاتِ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	7433	87358	899892	4333985
wamaSoraEu	وَمَصْرَعُ	maSoraE_1	مَصْرَعـ1	noun	maSoraE	death;fatality	S.r.E	ص.ر.ع	mafoEal	مَفْعَل	197	45151	58743	1993955
Halobapi	حَلْبَةِ	Halobap_1	حَلْبَةـ1	noun	Halob	arena;track	H.l.b	ح.ل.ب	faEolap	فَعْلَة	6362	10361	42344	2411292
>usobuwEayoni	أُسْبُوعَيْنِ	>usobuwE_1	أُسْبُوعـ1	noun	>usobuwE	week	s.b.E	س.ب.ع	>ufoEuwl	أُفْعُول	28310	311240	357568	391788
sibAqi	سِباقِ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	37137	87358	899892	4333985
AljamoEiy~apu	الجَمْعِيَّةُ	jamoEiy~ap_1	جَمْعِيَّةـ1	noun	jamoEiy~	association;society	j.m.E	ج.م.ع	faEoliy~ap	فَعْلِيَّة	28011	205250	2198458	369752
Als~Abiqapu	السّابِقَةُ	sAbiq_1	سابِقـ1	adj	sAbiq	former;previous;preceding	s.b.q	س.ب.ق	fAEil	فاعِل	11527	624514	899892	6244614
liHAdivK	لِحادِثٍ	HAdiv_1	حادِثـ1	noun	HAdiv	incident;event	H.d.v	ح.د.ث	fAEil	فاعِل	738	151242	985726	6244614
litamoviyli	لِتَمْثِيلِ	tamoviyl_1	تَمْثِيلـ1	noun	tamoviyl	representation;acting;exemplification	m.v.l	م.ث.ل	tafoEiyl	تَفْعِيل	2478	56622	734568	6264512
AljamoEiy~api	الجَمْعِيَّةِ	jamoEiy~ap_1	جَمْعِيَّةـ1	noun	jamoEiy~	association;society	j.m.E	ج.م.ع	faEoliy~ap	فَعْلِيَّة	65438	205250	2198458	369752
Alqadiymi	القَدِيمِ	qadiym_1	قَدِيمـ1	adj	qadiym	old;ancient	q.d.m	ق.د.م	faEiyl	فَعِيل	26271	118408	1344030	6533870
Haq~ihim	حَقِّهِم	Haq~_1	حَقّـ1	noun	Haq~	truth;right	H.q.q	ح.ق.ق	faE~	فَعّ	8019	320375	1376849	1659289
mumav~ilayoni	مُمَثِّلَيْنِ	mumav~il_1	مُمَثِّلـ1	noun	mumav~il	representative;delegate	m.v.l	م.ث.ل	fumaE~il	فُمَعِّل	4335	205695	734568	215819
AlmutaEal~iqapi	المُتَعَلِّقَةِ	mutaEal~iq_1	مُتَعَلِّقـ1	adj	mutaEal~iq	attached;connected;concerning	E.l.q	ع.ل.ق	mutafaE~il	مُتَفَعِّل	57228	100644	657190	760741
biAls~alAmapi	بِالسَّلامَةِ	salAmap_1	سَلامَةـ1	noun	salAm	security;safety;integrity	s.l.m	س.ل.م	faEAlap	فَعالَة	813	52100	2085587	1521812
murAqabapN	مُراقَبَةٌ	murAqabap_1	مُراقَبَةـ1	noun	murAqab	surveillance;monitoring	r.q.b	ر.ق.ب	mufAEalap	مُفاعَلَة	1090	91567	285584	2858540
Als~ibAqAti	السِّباقاتِ	sibAq_1	سِباقـ1	noun	sibAq	race;competition	s.b.q	س.ب.ق	fiEAl	فِعال	2589	87358	899892	4333985
niTAqi	نِطاقِ	niTAq_1	نِطاقـ1	noun	niTAq	scope;range;extent	n.T.q	ن.ط.ق	fiEAl	فِعال	23289	55943	1023743	4333985
jAnibihi	جانِبِهِ	jAnib_1	جانِبـ1	noun	jAnib	side;aspect	j.n.b	ج.ن.ب	fAEil	فاعِل	29140	436198	1268103	6244614
Eid~apK	عِدَّةٍ	Eid~ap_1	عِدَّةـ1	adj	Eid~	several;numerous;many	E.d.d	ع.د.د	fiE~ap	فِعَّة	95423	182623	1493498	1100025
TAbiEK	طابِعٍ	TAbiE_1	طابِعـ1	noun	TAbiE	impression;character;personality	T.b.E	ط.ب.ع	fAEil	فاعِل	7963	49510	429530	6244614
taqoniy~K	تَقْنِيٍّ	taqoniy~_1	تَقْنِيّـ1	adj	taqoniy~	technical	t.q.n	ت.ق.ن	faEoliy~	فَعْلِيّ	2339	57145	101571	2038446
AiEotibArAF	اِعْتِباراً	{iEotibAr_1	ٱِعْتِبارـ1	noun	{iEotibAr	consideration;regard	E.b.r	ع.ب.ر	{ifotiEAl	ٱِفْتِعال	40385	221288	570962	3500448
suroEapi	سُرْعَةِ	suroEap_1	سُرْعَةـ1	noun	suroE	speed;velocity;promptness	s.r.E	س.ر.ع	fuEolap	فُعْلَة	7405	80703	162564	2077406
taSogiyru	تَصْغِيرُ	taSogiyr_1	تَصْغِيرـ1	noun	taSogiyr	diminution;reduction	S.g.r	ص.غ.ر	tafoEiyl	تَفْعِيل	134	1013	19167	6264512
Hajomu	حَجْمُ	Hajom_1	حَجْمـ1	noun	Hajom	volume;size	H.j.m	ح.ج.م	faEol	فَعْل	31685	151344	160358	14268861
tusAEidu	تُساعِدُ	sAEad_1	ساعَدـ1	verb	sAEid	help;assist;support;contribute	s.E.d	س.ع.د	fAEal	فاعَل	14025	88846	736151	2170013
darajapi	دَرَجَةِ	darajap_1	دَرَجَةـ1	noun	daraj	degree;class;rank;grade;level	d.r.j	د.ر.ج	faEalap	فَعَلَة	19471	126081	269702	900553
Als~uroEapi	السُّرْعَةِ	suroEap_1	سُرْعَةـ1	noun	suroE	speed;velocity;promptness	s.r.E	س.ر.ع	fuEolap	فُعْلَة	8775	80703	162564	2077406
tuSobiHu	تُصْبِحُ	>aSobaH_1	أَصْبَحـ1	verb	SobiH	become;begin;start	S.b.H	ص.ب.ح	>afoEal	أَفْعَل	17485	292156	557647	2460356
yakota$ifo	يَكْتَشِفْ	{ikota$af_1	ٱِكْتَشَفـ1	verb	kota$if	discover;detect	k.$.f	ك.ش.ف	{ifotaEal	ٱِفْتَعَل	4540	48324	217187	2156523
Almu$Arikuwna	المُشارِكُونَ	mu$Arik_1	مُشارِكـ1	noun	mu$Arik	participant;associate	$.r.k	ش.ر.ك	mufAEil	مُفاعِل	13738	76148	1084812	1484898
nizAEAtK	نِزاعاتٍ	nizAE_1	نِزاعـ1	noun	nizAE	conflict;struggle	n.z.E	ن.ز.ع	fiEAl	فِعال	3811	111235	240349	4333985
zamani	زَمَنِ	zaman_1	زَمَنـ1	noun	zaman	time;period;duration	z.m.n	ز.م.ن	faEal	فَعَل	20110	99964	208445	6231039
Alt~aEaS~ubi	التَّعَصُّبِ	taEaS~ub_1	تَعَصُّبـ1	noun	taEaS~ub	fanaticism;intolerance;chauvinism	E.S.b	ع.ص.ب	tafaE~ul	تَفَعُّل	4198	7998	44187	1328652
Alqaroni	القَرْنِ	qaron_1	قَرْنـ1	noun	qaron	century;age	q.r.n	ق.ر.ن	faEol	فَعْل	97107	132944	239519	14268861
AlEAlamu	العالَمُ	EAlam_1	عالَمـ1	noun	EAlam	world	E.l.m	ع.ل.م	fAEal	فاعَل	33406	670398	1995851	2170013
tajad~udi	تَجَدُّدِ	tajad~ud_1	تَجَدُّدـ1	noun	tajad~ud	modernization;renewal;revival	j.d.d	ج.د.د	tafaE~ul	تَفَعُّل	4776	11531	1452604	1328652
liln~izAEAti	لِلنِّزاعاتِ	nizAE_1	نِزاعـ1	noun	nizAE	conflict;struggle	n.z.E	ن.ز.ع	fiEAl	فِعال	987	111235	240349	4333985
wayu$ak~ilu	وَيُشَكِّلُ	$ak~al_1	شَكَّلـ1	verb	$ak~il	constitute;form;compose	$.k.l	ش.ك.ل	faE~al	فَعَّل	11903	285486	1012074	4031261
Almalikapu	المَلِكَةُ	malikap_1	مَلِكَةـ1	noun	malik	queen	m.l.k	م.ل.ك	faEilap	فَعِلَة	4289	27187	461824	727683
AlHadava	الحَدَثَ	Hadav_1	حَدَثـ1	noun	Hadav	incident;event	H.d.v	ح.د.ث	faEal	فَعَل	3752	47699	985726	6231039
AinoTilAqi	اِنْطِلاقِ	{inoTilAq_1	ٱِنْطِلاقـ1	noun	{inoTilAq	departure	T.l.q	ط.ل.ق	{inofiEAl	ٱِنْفِعال	13553	82585	415133	988962
AufotutiHa	اُفْتُتِحَ	{ifotataH_1	ٱِفْتَتَحـ1	verb	{ufotutiH	be_inaugurated;be_opened	f.t.H	ف.ت.ح	{ufoEutil	ٱُفْعُتِل	1322	66501	481389	34509
Al$~aqiyqayoni	الشَّقِيقَيْنِ	$aqiyq_2	شَقِيقـ2	adj	$aqiyq	fraternal;brotherly	$.q.q	ش.ق.ق	faEiyl	فَعِيل	4282	15544	173410	6533870
musAbaqapu	مُسابَقَةُ	musAbaqap_1	مُسابَقَةـ1	noun	musAbaq	race;competition	s.b.q	س.ب.ق	mufAEalap	مُفاعَلَة	2183	93255	899892	2858540
lilHuSuwli	لِلحُصُولِ	HuSuwl_1	حُصُولـ1	noun	HuSuwl	acquisition;obtaining	H.S.l	ح.ص.ل	fuEuwl	فُعُول	29141	188310	266837	2228842
Als~aEafapi	السَّعَفَةِ	saEafap_1	سَعَفَةـ1	noun	saEaf	palm_leaf	s.E.f	س.ع.ف	faEalap	فَعَلَة	414	1255	26381	900553
Al*~ahabiy~api	الذَّهَبِيَّةِ	*ahabiy~_1	ذَهَبِيّـ1	adj	*ahabiy~	golden;gilded	*.h.b	ذ.ه.ب	faEaliy~	فَعَلِيّ	7862	74875	212066	940746
yu$ak~ilu	يُشَكِّلُ	$ak~al_1	شَكَّلـ1	verb	$ak~il	constitute;form;compose	$.k.l	ش.ك.ل	faE~al	فَعَّل	79690	285486	1012074	4031261
AlfiEoliy~apa	الفِعْلِيَّةَ	fiEoliy~_1	فِعْلِيّـ1	adj	fiEoliy~	actual;real;de_facto	f.E.l	ف.ع.ل	fiEoliy~	فِعْلِيّ	2190	48643	459017	1165647
liln~ajomapi	لِلنَّجْمَةِ	najomap_1	نَجْمَةـ1	noun	najom	star;asterisk	n.j.m	ن.ج.م	faEolap	فَعْلَة	1523	30675	118189	2411292
Eid~apF	عِدَّةً	Eid~ap_1	عِدَّةـ1	adj	Eid~	several;numerous;many	E.d.d	ع.د.د	fiE~ap	فِعَّة	51009	182623	1493498	1100025
sAm~apK	سامَّةٍ	sAm~_1	سامّـ1	adj	sAm~	poisonous;toxic	s.m.m	س.م.م	fAE~	فاعّ	2028	9542	20596	1827993
EadadK	عَدَدٍ	Eadad_1	عَدَدـ1	noun	Eadad	number;quantity;issue	E.d.d	ع.د.د	faEal	فَعَل	144816	700197	1493498	6231039
Almumav~iliyna	المُمَثِّلِينَ	mumav~il_1	مُمَثِّلـ1	noun	mumav~il	representative;delegate	m.v.l	م.ث.ل	fumaE~il	فُمَعِّل	6402	205695	734568	215819
AlbArizayoni	البارِزَيْنِ	bAriz_1	بارِزـ1	adj	bAriz	prominent;distinct	b.r.z	ب.ر.ز	fAEil	فاعِل	4559	46158	113523	6244614
Aln~ajomapi	النَّجْمَةِ	najomap_1	نَجْمَةـ1	noun	najom	star;asterisk	n.j.m	ن.ج.م	faEolap	فَعْلَة	12783	30675	118189	2411292
qiS~apu	قِصَّةُ	qiS~ap_1	قِصَّةـ1	noun	qiS~	story	q.S.S	ق.ص.ص	fiE~ap	فِعَّة	12368	52163	76698	1100025
Almaliki	المَلِكِ	malik_2	مَلِكـ2	noun	malik	king	m.l.k	م.ل.ك	faEil	فَعِل	66110	150848	461824	327013
Earo$i	عَرْشِ	Earo$_1	عَرْشـ1	noun	Earo$	throne	E.r.$	ع.ر.ش	faEol	فَعْل	3324	10873	13044	14268861
tulaq~ibu	تُلَقِّبُ	laq~ab_1	لَقَّبـ1	verb	laq~ib	call;address_as	l.q.b	ل.ق.ب	faE~al	فَعَّل	73	1904	147219	4031261
likavorapi	لِكَثْرَةِ	kavorap_1	كَثْرَةـ1	noun	kavor	abundance;frequency	k.v.r	ك.ث.ر	faEolap	فَعْلَة	2126	16616	74870	2411292
wa>arogamotihA	وَأَرْغَمْتِها	>arogam_1	أَرْغَمـ1	verb	>arogam	compel;coerce;force	r.g.m	ر.غ.م	>afoEal	أَفْعَل	61	10605	362012	2460356
Al$~ayoTAniy~api	الشَّيْطانِيَّةِ	$ayoTAniy~_1	شَيْطانِيّـ1	adj	$ayoTAniy~	satanic;devilish;evil	$.T.n	ش.ط.ن	fayoEAliy~	فَيْعالِيّ	831	2526	9934	2526
Almalika	المَلِكَ	malik_2	مَلِكـ2	noun	malik	king	m.l.k	م.ل.ك	faEil	فَعِل	17067	150848	461824	327013
taHAlufK	تَحالُفٍ	taHAluf_1	تَحالُفـ1	noun	taHAluf	alliance	H.l.f	ح.ل.ف	tafAEul	تَفاعُل	12379	122114	253338	1065785
Har~aDat	حَرَّضَت	Har~aD_1	حَرَّضـ1	verb	Har~aD	rouse;goad;provoke	H.r.D	ح.ر.ض	faE~al	فَعَّل	275	5322	25408	4031261
Alqid~iysi	القِدِّيسِ	qid~iys_1	قِدِّيسـ1	noun	qid~iys	saint	q.d.s	ق.د.س	fiE~iyl	فِعِّيل	15521	27975	399713	67600
AlmasoraHi	المَسْرَحِ	masoraH_1	مَسْرَحـ1	noun	masoraH	theater;stage	s.r.H	س.ر.ح	mafoEal	مَفْعَل	30856	70388	166761	1993955
AlEamala	العَمَلَ	Eamal_1	عَمَلـ1	noun	Eamal	work;action	E.m.l	ع.م.ل	faEal	فَعَل	50371	804396	1960938	6231039
ma$oruwEi	مَشْرُوعِ	ma$oruwE_1	مَشْرُوعـ1	noun	ma$oruwE	project;enterprise	$.r.E	ش.ر.ع	mafoEuwl	مَفْعُول	112611	437480	804957	2279318
lilkAtibi	لِلكاتِبِ	kAtib_1	كاتِبـ1	noun	kAtib	writer;author	k.t.b	ك.ت.ب	fAEil	فاعِل	4709	104117	697756	6244614
Al$~ahiyri	الشَّهِيرِ	$ahiyr_1	شَهِيرـ1	adj	$ahiyr	famous;well-known	$.h.r	ش.ه.ر	faEiyl	فَعِيل	15996	32527	429275	6533870
yaEotaqidu	يَعْتَقِدُ	{iEotaqad_1	ٱِعْتَقَدـ1	verb	Eotaqid	believe	E.q.d	ع.ق.د	{ifotaEal	ٱِفْتَعَل	32873	197956	702208	2156523
barobariy~apa	بَرْبَرِيَّةَ	barobariy~_1	بَرْبَرِيّـ1	noun	barobariy~	Berber	b.r.b.r	ب.ر.ب.ر	faEolaliy~	فَعْلَلِيّ	10	1587	5919	658923
AlHiqobapi	الحِقْبَةِ	Huqob_1	حُقْبـ1	noun	Hiqob	long_period	H.q.b	ح.ق.ب	fuEol	فُعْل	8403	19827	37019	1484434
EaSoriy~K	عَصْرِيٍّ	EaSoriy~_1	عَصْرِيّـ1	adj	EaSoriy~	modern;contemporary	E.S.r	ع.ص.ر	faEoliy~	فَعْلِيّ	2271	12698	137287	2038446
AlEunofi	العُنْفِ	Eunof_1	عُنْفـ1	noun	Eunof	violence;force	E.n.f	ع.ن.ف	fuEol	فُعْل	104198	204579	211125	1484434
wayurak~izu	وَيُرَكِّزُ	rak~az_1	رَكَّزـ1	verb	rak~iz	focus;concentrate;emphasize	r.k.z	ر.ك.ز	faE~al	فَعَّل	2389	62776	716978	4031261
>azohaqat	أَزْهَقَت	>azohaq_1	أَزْهَقـ1	verb	>azohaq	destroy;suppress	z.h.q	ز.ه.ق	>afoEal	أَفْعَل	114	389	1089	2460356
nahori	نَهْرِ	nahor_1	نَهْرـ1	noun	nahor	river	n.h.r	ن.ه.ر	faEol	فَعْل	29831	61427	170230	14268861
bivaqAfatuhA	بِثَقافَتُها	vaqAfap_1	ثَقافَةـ1	noun	vaqAf	culture;civilization	v.q.f	ث.ق.ف	faEAlap	فَعالَة	45	169884	399029	1521812
wa<ilomAmuhA	وَإِلْمامُها	<ilomAm_1	إِلْمامـ1	noun	<ilomAm	knowledge;acquaintance	l.m.m	ل.م.م	<ifoEAl	إِفْعال	2	1999	7978	2938055
biAlkitAbapi	بِالكِتابَةِ	kitAbap_1	كِتابَةـ1	noun	kitAb	writing	k.t.b	ك.ت.ب	fiEAlap	فِعالَة	1423	64377	697756	1420370
waAl$~iEori	وَالشِّعْرِ	$iEor_1	شِعْرـ1	noun	$iEor	poetry	$.E.r	ش.ع.ر	fiEol	فِعْل	4364	81130	308066	2840982
ramozAF	رَمْزاً	ramoz_1	رَمْزـ1	noun	ramoz	sign;symbol;emblem	r.m.z	ر.م.ز	faEol	فَعْل	7459	26238	54463	14268861
liljamAli	لِلجَمالِ	jamAl_2	جَمالـ2	noun	jamAl	beauty	j.m.l	ج.م.ل	faEAl	فَعال	573	25706	239704	3203401
AlZ~alAmiy~api	الظَّلامِيَّةِ	ZalAmiy~_1	ظَلامِيّـ1	adj	ZalAmiy~	obscurantist	Z.l.m	ظ.ل.م	faEAliy~	فَعالِيّ	489	1277	50152	824387
AlkarAhiy~apu	الكَراهِيَّةُ	karAhiy~ap_1	كَراهِيَّةـ1	noun	karAhiy~	antipathy;dislike	k.r.h	ك.ر.ه	faEAliy~ap	فَعالِيَّة	332	9895	25433	33907
AlbalATi	البَلاطِ	balAT_1	بَلاطـ1	noun	balAT	court;palace	b.l.T	ب.ل.ط	faEAl	فَعال	3321	7349	9759	3203401
HadAvapK	حَداثَةٍ	HadAvap_1	حَداثَةـ1	noun	HadAv	modernity;newness	H.d.v	ح.د.ث	faEAlap	فَعالَة	811	23966	985726	1521812
SAxibN	صاخِبٌ	SAxib_1	صاخِبـ1	adj	SAxib	noisy;tumultuous	S.x.b	ص.خ.ب	fAEil	فاعِل	610	6529	10442	6244614
Tariyqapi	طَرِيقَةِ	Tariyqap_1	طَرِيقَةـ1	noun	Tariyq	method;procedure	T.r.q	ط.ر.ق	faEiylap	فَعِيلَة	22673	149589	544925	2557723
Aisotagoraqa	اِسْتَغْرَقَ	{isotagoraq_1	ٱِسْتَغْرَقـ1	verb	{isotagoraq	last	g.r.q	غ.ر.ق	{isotafoEal	ٱِسْتَفْعَل	6327	61293	91253	412855
li<iqonAEi	لِإِقْناعِ	<iqonAE_1	إِقْناعـ1	noun	<iqonAE	persuasion;convincing	q.n.E	ق.ن.ع	<ifoEAl	إِفْعال	6832	42702	131264	2938055
Almunotijiyna	المُنْتِجِينَ	munotij_2	مُنْتِجـ2	noun	munotij	manufacturer;maker;producer	n.t.j	ن.ت.ج	mufoEil	مُفْعِل	4794	22286	619360	1009119
bibuTuwlatihi	بِبُطُولَتِهِ	buTuwlap_1	بُطُولَةـ1	noun	buTuwl	championship;starring_role;heroism	b.T.l	ب.ط.ل	fuEuwlap	فُعُولَة	552	288554	424214	1666712
Almalikapa	المَلِكَةَ	malikap_1	مَلِكَةـ1	noun	malik	queen	m.l.k	م.ل.ك	faEilap	فَعِلَة	1762	27187	461824	727683
EATifiy~AF	عاطِفِيّاً	EATifiy~_1	عاطِفِيّـ1	adj	EATifiy~	emotional;affectionate	E.T.f	ع.ط.ف	fAEiliy~	فاعِلِيّ	1124	10695	68792	517103
Hiqobapa	حِقْبَةَ	Huqob_1	حُقْبـ1	noun	Hiqob	long_period	H.q.b	ح.ق.ب	fuEol	فُعْل	1038	19827	37019	1484434
muroEibapF	مُرْعِبَةً	muroEib_1	مُرْعِبـ1	adj	muroEib	frightening;terrifying	r.E.b	ر.ع.ب	mufoEil	مُفْعِل	223	8717	23866	1009119
baladK	بَلَدٍ	balad_1	بَلَدـ1	noun	balad	country	b.l.d	ب.ل.د	faEal	فَعَل	44912	373478	765772	6231039
tumaz~iquhu	تُمَزِّقُهُ	maz~aq_1	مَزَّقـ1	verb	maz~iq	tear_apart;rip_apart;shred	m.z.q	م.ز.ق	faE~al	فَعَّل	307	6404	15549	4031261
Albahijapi	البَهِجَةِ	bahij_1	بَهِجـ1	noun	bahij	magnificent;happy	b.h.j	ب.ه.ج	faEil	فَعِل	792	3094	13709	327013
waAlmariHi	وَالمَرِحِ	mariH_1	مَرِحـ1	noun	mariH	cheerful;merry	m.r.H	م.ر.ح	faEil	فَعِل	17	1128	4341	327013
AifotitAHihi	اِفْتِتاحِهِ	{ifotitAH_1	ٱِفْتِتاحـ1	noun	{ifotitAH	opening;inauguration	f.t.H	ف.ت.ح	{ifoEitAl	ٱِفْعِتال	2473	90697	481389	118793
wabiHuDuwri	وَبِحُضُورِ	HuDuwr_1	حُضُورـ1	noun	HuDuwr	participants;audience	H.D.r	ح.ض.ر	fuEuwl	فُعُول	1562	193130	474556	2228842
muqad~amatihim	مُقَدَّمَتِهِم	muqad~am_3	مُقَدَّمـ3	noun	muqad~am	lieutenant_colonel	q.d.m	ق.د.م	mufaE~al	مُفَعَّل	1853	34043	1344030	2226315
lajonapi	لَجْنَةِ	lajonap_1	لَجْنَةـ1	noun	lajon	council;committee;commission	l.j.n	ل.ج.ن	faEolap	فَعْلَة	107237	622099	622430	2411292
Alt~aHokiymi	التَّحْكِيمِ	taHokiym_1	تَحْكِيمـ1	noun	taHokiym	arbitration	H.k.m	ح.ك.م	tafoEiyl	تَفْعِيل	15331	24411	1923216	6264512
waAlmumav~ili	وَالمُمَثِّلِ	mumav~il_1	مُمَثِّلـ1	noun	mumav~il	representative;delegate	m.v.l	م.ث.ل	fumaE~il	فُمَعِّل	1476	205695	734568	215819
waqad~ama	وَقَدَّمَ	qad~am_1	قَدَّمـ1	verb	qad~am	offer;present;introduce	q.d.m	ق.د.م	faE~al	فَعَّل	23289	384498	1344030	4031261
Aljadiydi	الجَدِيدِ	jadiyd_1	جَدِيدـ1	adj	jadiyd	new;modern	j.d.d	ج.د.د	faEiyl	فَعِيل	138239	959837	1452604	6533870
maTolaEi	مَطْلَعِ	maTolaE_1	مَطْلَعـ1	noun	maTolaE	beginning;rise	T.l.E	ط.ل.ع	mafoEal	مَفْعَل	48596	88124	291957	1993955
lA*iEapK	لاذِعَةٍ	lA*iEap_1	لاذِعَةـ1	noun	lA*iE	gibe;taunt	l.*.E	ل.ذ.ع	fAEilap	فاعِلَة	853	1475	3965	1364469
AlS~uEuwdi	الصُّعُودِ	SuEuwd_1	صُعُودـ1	noun	SuEuwd	ascent;rising	S.E.d	ص.ع.د	fuEuwl	فُعُول	3886	24576	232391	2228842
EAlami	عالَمِ	EAlam_1	عالَمـ1	noun	EAlam	world	E.l.m	ع.ل.م	fAEal	فاعَل	25640	670398	1995851	2170013
yuqAbiluhu	يُقابِلُهُ	qAbal_1	قابَلـ1	verb	qAbil	meet;face	q.b.l	ق.ب.ل	fAEal	فاعَل	1809	18689	1367731	2170013
suquwTu	سُقُوطُ	suquwT_1	سُقُوطـ1	noun	suquwT	fall;collapse;crash_(aircraft)	s.q.T	س.ق.ط	fuEuwl	فُعُول	7690	97475	186962	2228842
faZiyEK	فَظِيعٍ	faZiyE_1	فَظِيعـ1	adj	faZiyE	hideous;heinous	f.Z.E	ف.ظ.ع	faEiyl	فَعِيل	312	3663	5668	6533870
